step,leg,pc,pc_meas,sw,ca_iface,ca_bulk,ca_flux,plate_leak,scrubbed,u_max,m_red,m_blue
0,0,0.00607,0.006070137023925781,1.0,0.0,0.0,0.0,0.0,0.0,0.0,656907.5625,4898572.5
2000,0,0.00607,0.006201744079589844,0.9898265600204468,0.0053009349852800374,0.0006913520861417055,0.0003781438339501619,1.9698992259441503e-29,0.0,0.03752165660262108,693943.1875,4892000.0
4000,0,0.00607,0.006199022134145138,0.9868207573890686,0.005041860044002532,0.000580419972538948,0.0003138374071568251,1.9008594594600815e-16,0.0,0.03821198269724846,706743.9375,4878273.0
6000,0,0.00607,0.0061975916226705285,0.9842831492424011,0.004891399294137955,0.0005395154934376478,0.0002854448044672608,3.539212109146539e-12,0.0,0.038670048117637634,717482.75,4865345.0
8000,0,0.00607,0.006196637948354067,0.9819043278694153,0.004754776880145073,0.0005098356399685144,0.0002656951081007719,4.839380562948747e-10,3.5392140607104494e-12,0.03892391920089722,727443.0,4853473.5
10000,0,0.00607,0.006195803483327267,0.9796294569969177,0.004624857008457183,0.00048408154398202894,0.0002488238038495183,9.436108783233976e-09,4.87477214844434e-10,0.039619434624910355,736864.9375,4842498.0
12000,0,0.00645,0.0065747698148092,0.9768818616867065,0.004494096711277961,0.00050296769477427,0.0002584722125902772,7.040980420924825e-08,9.92358866261367e-09,0.03926204517483711,749001.875,4831865.5
14000,0,0.00645,0.006573696931203243,0.9746921062469482,0.0043984223157167435,0.000474240118637681,0.00023818882182240488,3.0057486810619594e-07,8.033335023929777e-08,0.039470039308071136,757968.25,4821456.0
16000,0,0.00645,0.006573120752970396,0.97263503074646,0.004312161728739739,0.00045219655148684976,0.00022323618177324533,9.015528235067904e-07,3.80908104658656e-07,0.039728160947561264,766361.0,4811759.5
18000,0,0.00645,0.006572683652242062,0.970652163028717,0.004246033355593681,0.0004393012728542089,0.00021394938230514526,2.1349778762669303e-06,1.2824609281654464e-06,0.03992820531129837,774431.3125,4802681.5
20000,0,0.00645,0.006572206815083859,0.968704879283905,0.004221004992723465,0.0004312215372920036,0.00020747864618897438,4.2861652218562085e-06,3.417437440190324e-06,0.03944898024201393,782326.5,4794080.0
22000,0,0.00683,0.006951967875162779,0.965976357460022,0.0042003575712442395,0.0004961052443832159,0.0002388607943430543,7.712636033829767e-06,7.703603116793883e-06,0.03850262239575386,794221.25,4785368.5
24000,0,0.00683,0.006951570510864258,0.963779628276825,0.004125728458166123,0.0004718025214970112,0.00022714571096003053,1.2687736671068706e-05,1.5416236422139545e-05,0.03813880681991577,803112.25,4776134.0
