step,leg,pc,pc_meas,sw,ca_iface,ca_bulk,ca_flux,plate_leak,scrubbed,u_max,m_red,m_blue
152000,0.0,0.007009999999999999,0.007252554098765018,0.9009730219841003,0.003510706871747971,0.0004140156786888838,0.00014371322467923164,0.0029794229194521904,0.16673114291554758,0.03742242977023125,215518.046875,594722.4375
154000,0.0,0.007009999999999999,0.007253130276997866,0.8975589275360107,0.00343158096075058,0.00043624751269817353,0.00015480724396184085,0.0030422089621424675,0.16971056630066106,0.03744508698582649,217377.09375,593193.5
156000,0.0,0.007009999999999999,0.007252931594848633,0.8949470520019531,0.0033710524439811707,0.00034531156998127697,0.00013442058116197586,0.0030751011800020933,0.17275277502997288,0.03750297799706459,218784.328125,591662.8125
158000,0.0,0.007009999999999999,0.007252931594848633,0.8925682306289673,0.0033413574099540712,0.00032877076882869004,0.00012533242115750907,0.003096245927736163,0.17582787667563626,0.03750286623835564,220070.984375,590314.6875
160000,0.0,0.007009999999999999,0.007252931594848633,0.8903722763061523,0.0033378139138221736,0.0003104007570073009,0.00011422251118347048,0.0031128274276852608,0.17892412283620307,0.03750310838222504,221256.75,589068.6875
162000,0.0,0.007009999999999999,0.0072528918584188196,0.8884878754615784,0.0033693350851535797,0.0002982750069350004,9.978779125958681e-05,0.0031230254098773003,0.18203695072954962,0.037536587566137314,222271.09375,587956.4375
164000,0.0,0.007009999999999999,0.007252852121988895,0.8869492411613464,0.003388839215040207,0.000268793455325067,8.069230243563652e-05,0.003128152573481202,0.1851599770707495,0.03753601014614105,223097.140625,587011.6875
166000,0.0,0.007009999999999999,0.0072527329126994,0.8856090903282166,0.0034442525357007976,0.00026659518480300905,7.771446835249662e-05,0.003133716993033886,0.18828813104121456,0.03753597289323807,223819.953125,586217.625
168000,0.0,0.007009999999999999,0.007252772649129269,0.8844388723373413,0.0034493271261453627,0.00025888180825859306,6.114454008638859e-05,0.0031415275298058987,0.19142184687009522,0.03756488859653473,224446.953125,585505.0
170000,0.0,0.007009999999999999,0.0072525739669799805,0.8835577368736267,0.0034512657672166823,0.00023626128677278754,4.7760669258423146e-05,0.0031442861072719097,0.19456337253725597,0.037564605474472046,224917.96875,584936.75
172000,0.0,0.007009999999999999,0.0072525739669799805,0.8828474283218384,0.003453317284584045,0.00025347345508635043,4.7119645751081406e-05,0.0031466945074498653,0.19770765794603595,0.03758901357650757,225298.25,584482.125
174000,0.0,0.007009999999999999,0.00725245475769043,0.8822658061981201,0.003454018384218216,0.00024030813947319984,3.693773469422012e-05,0.0031521175988018513,0.2008543529191471,0.03758895769715309,225609.703125,584111.6875
176000,0.0,0.007009999999999999,0.007252335548400879,0.8817848563194275,0.0034548979252576827,0.0002221039030700922,2.809254801832139e-05,0.0031570412684231997,0.20400647098361024,0.03758883848786354,225867.296875,583807.875
178000,0.0,0.007009999999999999,0.007252216339111328,0.8813859820365906,0.0034560002386569977,0.00021505958866328,2.405777049716562e-05,0.0031595623586326838,0.20716351318335602,0.03758905455470085,226081.15625,583556.0
180000,0.0,0.007009999999999999,0.007252176602681459,0.8810452222824097,0.00345517210662365,0.00021588397212326526,2.2695043298881498e-05,0.003162551671266556,0.21032307437783548,0.037576451897621155,226264.015625,583342.9375
182000,0.0,0.007009999999999999,0.007252057393391909,0.8807787299156189,0.003452391549944878,0.00022276958916336297,2.345466782571748e-05,0.003170664655044675,0.21348562628193268,0.03758896514773369,226407.203125,583177.625
184000,0.0,0.007009999999999999,0.00725201765696204,0.8805593848228455,0.0034540180116891857,0.0002361088991165161,2.610527735669166e-05,0.003183433786034584,0.21665629023848543,0.03762337192893028,226525.25,583041.6875
186000,0.0,0.007009999999999999,0.0072519779205322266,0.8803744316101074,0.003454158455133438,0.00024660693015903233,2.4070078507065772e-05,0.003194394987076521,0.21983972355885872,0.037588994950056076,226624.859375,582927.6875
188000,0.0,0.007009999999999999,0.0072519779205322266,0.8802187442779541,0.003452915698289871,0.00023075265344232323,2.0041460811626165e-05,0.0032018302008509636,0.2230341187787659,0.037623267620801926,226708.828125,582833.4375
190000,0.0,0.007009999999999999,0.007251898447672489,0.8801010847091675,0.003453235328197479,0.00022177461069077252,1.710518554318696e-05,0.003205998335033655,0.22623594804829428,0.03758919984102249,226772.375,582762.125
192000,0.0,0.0073599999999999985,0.00760169823964435,0.8788684010505676,0.003464372083544731,0.0002612344920635223,4.829266399610788e-05,0.0032342143822461367,0.2294419461504973,0.037584248930215836,227653.625,582394.75
194000,0.0,0.0073599999999999985,0.007601499557495117,0.878261923789978,0.003455160930752754,0.0002479548566043377,3.847956249956041e-05,0.0032454391475766897,0.23267616076557407,0.037584301084280014,227979.328125,582025.0625
196000,0.0,0.0073599999999999985,0.007601380348205566,0.8777397871017456,0.0034458637237548824,0.0002324544358998537,3.1576259061694145e-05,0.003256481606513262,0.23592160154296526,0.03761858493089676,228259.703125,581709.1875
198000,0.0,0.0073599999999999985,0.007601380348205566,0.8772843480110168,0.0034408252686262126,0.00022416424471884965,2.7262643561698494e-05,0.003263752209022641,0.23917808431363174,0.03759586438536644,228504.84375,581436.5625
200000,0.0,0.0073599999999999985,0.007601340611775698,0.8768832087516785,0.0034375034272670743,0.00022116329055279493,2.5144443497993052e-05,0.0032658239360898733,0.24244183698831567,0.037618689239025116,228720.71875,581198.25
202000,0.0,0.0073599999999999985,0.007601340611775698,0.8765153884887695,0.003430994600057602,0.0002219184534624219,2.4355752975679932e-05,0.0032671026419848204,0.24570766208855876,0.03758443892002106,228918.765625,580981.8125
204000,0.0,0.0073599999999999985,0.007601340611775698,0.8761898875236511,0.003431181237101555,0.00022410436067730186,2.3510525352321565e-05,0.0032742975745350122,0.2489747642648823,0.03761846944689751,229094.453125,580793.3125
206000,0.0,0.0073599999999999985,0.007601300875345829,0.8759108781814575,0.003426572307944298,0.00022732606157660484,2.3999958648346362e-05,0.00328404875472188,0.25224906160658667,0.03759608790278435,229244.90625,580632.625
208000,0.0,0.0073599999999999985,0.007601181666056278,0.8756589889526367,0.003423997014760971,0.0002321099629625678,2.5766910403035582e-05,0.0032881407532840967,0.2555331122239537,0.03761854022741318,229380.9375,580487.875
210000,0.0,0.0073599999999999985,0.007601181666056278,0.8754260540008545,0.00341808944940567,0.00024003845173865555,2.5714133516885338e-05,0.0032871891744434834,0.25882125274440715,0.037618547677993774,229506.625,580355.5
212000,0.0,0.0073599999999999985,0.007601181666056278,0.875209391117096,0.003415526822209358,0.0002469568513333797,2.492073981557041e-05,0.0032833192963153124,0.2621084400562055,0.03764187917113304,229623.828125,580232.875
214000,0.0,0.0073599999999999985,0.007601181666056278,0.8750035166740417,0.0034138716757297514,0.00024873269721865655,2.4572463007643816e-05,0.003278730669990182,0.2653917584211982,0.03761864826083183,229735.203125,580117.625
216000,0.0,0.0073599999999999985,0.007601181666056278,0.8748069405555725,0.003411000594496727,0.00024760104715824125,2.397659554844722e-05,0.003276343923062086,0.2686704895568497,0.03761865198612213,229841.84375,580008.4375
218000,0.0,0.0073599999999999985,0.007601181666056278,0.874617874622345,0.0034114170819520948,0.0002460803836584091,2.341988292755559e-05,0.003279902972280979,0.27194683604104886,0.0377727709710598,229944.25,579905.0
220000,0.0,0.0073599999999999985,0.007601181666056278,0.87443608045578,0.003413952887058258,0.0002448453567922115,2.288467949256301e-05,0.0032911438029259443,0.27522673901332984,0.03777268901467323,230042.953125,579806.5625
222000,0.0,0.0073599999999999985,0.007601181666056278,0.8742559552192688,0.0034166354686021804,0.00024344073608517647,2.2468353563454002e-05,0.0032996160443872213,0.27851788328191707,0.03777262941002846,230140.640625,579710.5625
224000,0.0,0.0073599999999999985,0.007601181666056278,0.8740754127502441,0.0034169070422649384,0.00024232431314885616,2.2060447372496127e-05,0.003303166711702943,0.28181749955913493,0.0377727709710598,230238.796875,579615.25
226000,0.0,0.0073599999999999985,0.007601181666056278,0.8738879561424255,0.0034173641353845595,0.0002408769680187106,2.193696273025125e-05,0.003303804900497198,0.2851206653395153,0.03777278959751129,230340.9375,579517.375
228000,0.0,0.0073599999999999985,0.007601181666056278,0.8736897706985474,0.003416503593325615,0.00023981323465704918,2.2084297961555423e-05,0.0033033958170562983,0.2884244714041657,0.03777271881699562,230448.515625,579415.0625
230000,0.0,0.0073599999999999985,0.007601181666056278,0.8734829425811768,0.0034178972244262693,0.0002393000293523073,2.2382099996320903e-05,0.003307844279333949,0.29172786745405266,0.03801659494638443,230561.109375,579307.9375
232000,0.0,0.0073599999999999985,0.007601181666056278,0.8732697367668152,0.003418296203017235,0.00023931167088449,2.256552834296599e-05,0.0033149830996990204,0.2950357112677253,0.038110483437776566,230676.90625,579196.5
234000,0.0,0.0073599999999999985,0.007601181666056278,0.8730562925338745,0.0034173469990491866,0.00023974147625267507,2.2525960230268537e-05,0.003316954942420125,0.29835069436742434,0.03807620704174042,230792.578125,579083.3125
236000,0.0,0.0073599999999999985,0.007601181666056278,0.8728503584861755,0.003417617455124855,0.00024043922312557697,2.2245882428251206e-05,0.003313249908387661,0.3016676495426751,0.03807618096470833,230904.1875,578972.25
238000,0.0,0.0073599999999999985,0.007601181666056278,0.8726560473442078,0.003418155014514923,0.00024166509974747895,2.1756417118012903e-05,0.0033131709787994623,0.30498089945106277,0.03807609900832176,231009.171875,578865.9375
240000,0.0,0.0073599999999999985,0.007601181666056278,0.8724760413169861,0.003421232849359512,0.00024332536850124595,2.1478334383573382e-05,0.0033187605440616608,0.3082940713611848,0.03811034932732582,231106.40625,578766.0625
242000,0.0,0.0073599999999999985,0.007601181666056278,0.8723106980323792,0.00342327319085598,0.00024480584543198344,2.106267638737336e-05,0.0033215421717613935,0.3116128326037384,0.038076113909482956,231195.640625,578673.25
244000,0.0,0.0073599999999999985,0.007601181666056278,0.872159481048584,0.0034233834594488144,0.0002408698434010148,1.999529340537265e-05,0.003321809461340308,0.3149343754739917,0.03807609900832176,231277.140625,578588.5
246000,0.0,0.0073599999999999985,0.007601181666056278,0.872024416923523,0.003423846885561943,0.0002344341482967138,1.8612587882671503e-05,0.003319490235298872,0.31825618446967074,0.038076091557741165,231350.21875,578512.5
248000,0.0,0.0073599999999999985,0.007601181666056278,0.8719066977500916,0.003424011543393135,0.00022997560445219277,1.6830777167342603e-05,0.003314972622320056,0.3215756735408164,0.03807607293128967,231413.84375,578446.125
250000,0.0,0.0073599999999999985,0.007601181666056278,0.8718016147613525,0.0034226536750793456,0.00022620803210884332,1.568301086081192e-05,0.0033132913522422314,0.3248906475601203,0.038104984909296036,231470.453125,578386.875
252000,0.0,0.0073599999999999985,0.007601181666056278,0.8717048168182373,0.003423653915524482,0.0002232641214504838,1.4813279267400502e-05,0.0033171314280480146,0.3282039386795319,0.038104984909296036,231522.765625,578330.75
254000,0.0,0.0073599999999999985,0.007601181666056278,0.8716117143630981,0.0034262824803590777,0.00022093926090747119,1.4116959937382487e-05,0.0033264304511249065,0.33152107243588635,0.03810495883226395,231572.9375,578278.75
256000,0.0,0.0073599999999999985,0.007601181666056278,0.871526837348938,0.0034274179488420486,0.00021880867425352334,1.3430371473077684e-05,0.0033384072594344616,0.3348475014900274,0.038110461086034775,231619.015625,578230.875
258000,0.0,0.0073599999999999985,0.007601261138916016,0.8714479804039001,0.0034307267516851423,0.00021693406160920857,1.2861264985986054e-05,0.0033527659252285957,0.3381859089822925,0.038076192140579224,231661.8125,578186.75
260000,0.0,0.0073599999999999985,0.007601221402486147,0.8713741302490234,0.003431960567831993,0.000214811391197145,1.2539369345176964e-05,0.003366543212905526,0.3415386765373356,0.03810501843690872,231701.671875,578145.625
262000,0.0,0.0073599999999999985,0.007601221402486147,0.8713050484657288,0.003432057797908783,0.00021388649474829435,1.229068002430722e-05,0.0033683707006275654,0.3449052206815637,0.03807609900832176,231739.328125,578107.0625
264000,0.0,0.0073599999999999985,0.007601221402486147,0.8712385296821594,0.0034348074346780776,0.00021336898207664488,1.2076715211151168e-05,0.0033613520208746195,0.34827359347766706,0.03807615488767624,231775.375,578070.5625
266000,0.0,0.0073599999999999985,0.007601221402486147,0.8711739182472229,0.0034367978572845456,0.00021314686164259912,1.1950631596846506e-05,0.0033516082912683487,0.35163494596420297,0.038139164447784424,231810.1875,578035.3125
