step,leg,pc,pc_meas,sw,ca_iface,ca_bulk,plate_leak,scrubbed,u_max,m_red,m_blue
28000,0,0.00561,0.005858143170674679,0.9645756483078003,0.004473011940717697,0.0002557873725891113,0.001438737497664988,0.007173699279543699,0.035948023200035095,180150.359375,628168.125
30000,0,0.00561,0.005857944488525391,0.9633869528770447,0.004483363032341003,0.00026369334664195777,0.0015447617042809725,0.00861243689362401,0.03594803810119629,180792.71875,627560.125
32000,0,0.00561,0.005857706069946289,0.9621756076812744,0.004389776289463043,0.00025868203956633804,0.0016436300938948989,0.01015719789941305,0.0359480157494545,181446.828125,626926.625
34000,0,0.00561,0.005857666333516476,0.9611347317695618,0.004312316700816154,0.00024212356656789778,0.0017324454383924603,0.011800828342553915,0.035948049277067184,182014.453125,626317.3125
36000,0,0.00561,0.005857586860656738,0.9602262377738953,0.004261939600110054,0.00023353039287030697,0.0018115107668563724,0.013533275177930237,0.03594592958688736,182512.609375,625762.9375
38000,0,0.00561,0.005857586860656738,0.9594354033470154,0.00421859249472618,0.00024038546252995728,0.0018823804566636682,0.015344786526863219,0.03596053272485733,182947.65625,625274.9375
40000,0,0.00561,0.0058576265970865515,0.958740234375,0.004192213714122772,0.0002296732971444726,0.0019466625526547432,0.017227166867111565,0.03653287887573242,183330.5625,624844.3125
42000,0,0.00561,0.00585766633351642,0.9581221342086792,0.004159722849726677,0.00022554772440344092,0.0020057866349816322,0.019173829186935665,0.036579426378011703,183671.03125,624463.1875
44000,0,0.00561,0.00585766633351642,0.957573413848877,0.004140922799706459,0.00021528343204408882,0.0020605784375220537,0.02117961721890116,0.03657941892743111,183973.296875,624125.5
46000,0,0.00561,0.0058575471242268695,0.9570890069007874,0.004120469838380813,0.0002091292291879654,0.00211158930324018,0.02324019542359257,0.036579329520463943,184239.453125,623826.9375
48000,0,0.007010000000000001,0.007257143656412723,0.9521514177322388,0.003960707411170006,0.0003619561903178692,0.0022336416877806187,0.02535178472683275,0.039991963654756546,187705.078125,622434.1875
50000,0,0.007010000000000001,0.007256507873535156,0.9496168494224548,0.0039023905992507935,0.0003500337246805429,0.0023179128766059875,0.02758542525046015,0.04065951704978943,189093.1875,620943.3125
52000,0,0.007010000000000001,0.007256428400675474,0.9471162557601929,0.0038670029491186145,0.00034835897386074064,0.0023899187799543142,0.02990333905838871,0.04414587467908859,190457.1875,619555.0
54000,0,0.007010000000000001,0.007256428400675474,0.9442862272262573,0.0038384899497032167,0.00037074722349643706,0.0024580643512308598,0.03229325807117367,0.04352520778775215,191996.296875,618156.4375
56000,0,0.007010000000000001,0.007256189982096373,0.9418480396270752,0.003803243860602379,0.0003399982582777739,0.0025149094872176647,0.03475132312089646,0.04313133284449577,193318.8125,616731.4375
58000,0,0.007010000000000001,0.007255951563517271,0.9396712779998779,0.003744884952902794,0.000322162383235991,0.0025573987513780594,0.03726623284094477,0.042082611471414566,194500.796875,615445.75
60000,0,0.007010000000000001,0.007255593935648619,0.9375885128974915,0.0037358954548835756,0.00032563868444412947,0.0025922227650880814,0.039823632057984115,0.04047543555498123,195632.890625,614273.5625
62000,0,0.007010000000000001,0.00725555419921875,0.9356761574745178,0.0036786094307899473,0.0003059899434447288,0.002622926374897361,0.04241585459024155,0.04275161027908325,196671.703125,613157.9375
64000,0,0.007010000000000001,0.007255196571350098,0.9340489506721497,0.003640439361333847,0.0002902402309700846,0.0026452166493982077,0.04503878189646149,0.04007590934634209,197555.90625,612167.4375
66000,0,0.007010000000000001,0.007255037625630734,0.9325604438781738,0.0036100607365369794,0.00027143019251525403,0.0026643583551049232,0.04768399947718227,0.04016797989606857,198364.234375,611281.4375
68000,0,0.007010000000000001,0.007254838943481445,0.9312029480934143,0.0035928796976804735,0.00025990086141973733,0.0026808709371834993,0.050348356668133976,0.0388103723526001,199101.390625,610480.1875
70000,0,0.007010000000000001,0.007254759470621763,0.9299350380897522,0.003600365296006203,0.0002660441910848021,0.00269570155069232,0.053029227605317475,0.03861400485038757,199789.65625,609750.5
72000,0,0.007010000000000001,0.007254322369893429,0.9286147356033325,0.0036565940827131267,0.0002797258086502552,0.002710540546104312,0.0557249307858243,0.03879931569099426,200504.78125,609057.0
74000,0,0.007010000000000001,0.007254362106323242,0.927108108997345,0.0036022238433361053,0.00028839337173849346,0.002730689011514187,0.058435470167775394,0.037762146443128586,201324.28125,608290.0625
76000,0,0.007010000000000001,0.007254322369893429,0.9258351922035217,0.0035741586238145825,0.0002625891007483005,0.00274733011610806,0.061166158713628294,0.03757641091942787,202017.375,607553.0
78000,0,0.007010000000000001,0.00725428263346356,0.9246883392333984,0.0035569474101066587,0.0002468097489327192,0.0027591960970312357,0.063913489062567,0.03800910338759422,202640.03125,606877.625
80000,0,0.007010000000000001,0.007254123687744141,0.9236472249031067,0.0035586796700954435,0.00024068823549896478,0.0027650524862110615,0.06667268492676759,0.03797994181513786,203204.203125,606274.1875
82000,0,0.007010000000000001,0.007254083951314327,0.9226612448692322,0.003544576093554497,0.00023522051051259041,0.0027686916291713715,0.0694377376458093,0.03792261332273483,203737.453125,605711.25
84000,0,0.007010000000000001,0.007253925005594908,0.9218021631240845,0.003526877984404564,0.00023623136803507805,0.0027703915257006884,0.07220642950781131,0.03798012435436249,204201.40625,605203.625
86000,0,0.007010000000000001,0.007253925005594852,0.9210360646247864,0.0035077840089797973,0.00024152889382094144,0.0027718008495867252,0.07497682033502007,0.038009148091077805,204615.21875,604752.9375
88000,0,0.007010000000000001,0.0072537263234456195,0.9203385710716248,0.003499449789524078,0.00024085778277367355,0.0027735920157283545,0.07774862048611486,0.0380091592669487,204992.1875,604345.625
90000,0,0.007010000000000001,0.007253527641296387,0.9196901321411133,0.003487691283226013,0.0002313859760761261,0.002775996457785368,0.08052221413165772,0.038009073585271835,205342.5,603972.4375
92000,0,0.007010000000000001,0.007253448168436649,0.9190757870674133,0.003474607691168785,0.00022493384312838316,0.0027795634232461452,0.08329821058944309,0.03800923749804497,205674.84375,603625.1875
94000,0,0.007010000000000001,0.007253368695576967,0.9184863567352295,0.0034682389348745343,0.00022125474642962218,0.0027836549561470747,0.08607777354702795,0.038009271025657654,205994.046875,603297.0625
96000,0,0.007010000000000001,0.007253130276997866,0.9178848266601562,0.0034577228128910066,0.00022217563819140195,0.0027876223903149366,0.08886142850317502,0.03800913691520691,206319.890625,602974.0625
98000,0,0.007010000000000001,0.007253090540567997,0.917245090007782,0.0034529052674770353,0.00023211603984236716,0.002793010789901018,0.09164905298896575,0.038009125739336014,206667.453125,602649.5625
100000,0,0.007010000000000001,0.007253090540567997,0.9164982438087463,0.0034619782119989393,0.00023482197429984807,0.0028016550932079554,0.09444206401169741,0.038009002804756165,207073.3125,602284.3125
102000,0,0.007010000000000001,0.007253130276997866,0.9156769514083862,0.003462565317749977,0.00023411214351654053,0.0028116675093770027,0.0972437198033973,0.037979982793331146,207519.15625,601879.0
104000,0,0.007010000000000001,0.007253170013427734,0.9148321747779846,0.003467915207147598,0.0002339941682294011,0.0028205665294080973,0.10005538591579044,0.038009051233530045,207977.0,601446.4375
106000,0,0.007010000000000001,0.007253170013427734,0.913978636264801,0.0034674290567636486,0.00023363258223980666,0.0028273535426706076,0.1028759522123679,0.03800918906927109,208439.234375,600996.0
108000,0,0.007010000000000001,0.007253050804138184,0.9131585955619812,0.0034641005098819734,0.00023348391987383364,0.0028324222657829523,0.1057033057550385,0.03800899535417557,208883.140625,600558.8125
110000,0,0.007010000000000001,0.007253090540567997,0.9123535752296448,0.003455526754260063,0.0002341134240850806,0.0028359678108245134,0.10853572848648274,0.03800899535417557,209318.921875,600128.5
112000,0,0.007010000000000001,0.007253011067708315,0.9115460515022278,0.0034417878836393357,0.00023539974354207515,0.0028389072977006435,0.11137169629730725,0.03800900653004646,209756.328125,599700.6875
114000,0,0.007010000000000001,0.007252931594848633,0.9107125997543335,0.0034302398562431335,0.0002376059303060174,0.0028432775288820267,0.11421060266368532,0.03800911828875542,210207.9375,599266.6875
116000,0,0.007010000000000001,0.007252772649129213,0.9098195433616638,0.0034042466431856155,0.00024206938687711956,0.0028480838518589735,0.117053880425398,0.037980202585458755,210692.65625,598811.375
118000,0,0.007010000000000001,0.007252693176269531,0.9088341593742371,0.003378203883767128,0.00025622658431529994,0.002854293445125222,0.11990196544141019,0.0379800982773304,211227.828125,598320.6875
120000,0,0.007010000000000001,0.0072525739669799805,0.9077301025390625,0.0033564660698175426,0.0002794045954942703,0.002865149639546871,0.12275625958502734,0.03797999024391174,211828.140625,597780.1875
122000,0,0.007010000000000001,0.007252534230550167,0.9064511060714722,0.0033469170331954954,0.0002779983216896653,0.0028825360350310802,0.12562140829325164,0.0379224456846714,212524.453125,597170.0
124000,0,0.007010000000000001,0.0072525739669799805,0.9048936367034912,0.003331887349486351,0.0003011238295584917,0.002906424691900611,0.12850394432828272,0.037922412157058716,213373.3125,596448.625
126000,0,0.007010000000000001,0.0072524150212606164,0.902948796749115,0.003439411893486976,0.0003572773654013872,0.002936325501650572,0.1314103683216914,0.03792257234454155,214434.890625,595569.875
128000,0,0.007010000000000001,0.007252673308054569,0.9001501798629761,0.0035476252436637875,0.00046519953757524486,0.0029825305100530386,0.13434669265918875,0.03791087865829468,215967.703125,594402.375
130000,0,0.007010000000000001,0.007253170013427734,0.8968843817710876,0.0034104965627193454,0.0004001298453658819,0.0030421707779169083,0.1373292231692418,0.03753652423620224,217736.921875,592794.0
132000,0,0.007010000000000001,0.007253050804138184,0.8943555951118469,0.0033572036772966385,0.00033772632014006376,0.003070680657401681,0.1403713934814974,0.0375036895275116,219101.78125,591324.1875
134000,0,0.007010000000000001,0.007253011067708315,0.8920084238052368,0.0033366117626428605,0.0003246722975745797,0.003091311315074563,0.14344207390606845,0.03744520992040634,220371.625,590004.3125
136000,0,0.007010000000000001,0.00725301106770837,0.8898884057998657,0.0033473901450634005,0.0003097214037552476,0.0031067710369825363,0.14653338638529623,0.03753652796149254,221515.578125,588787.625
138000,0,0.007010000000000001,0.007252852121988895,0.8880923986434937,0.0033734861761331556,0.00029040900990366935,0.003116013715043664,0.14964015718944812,0.03753659129142761,222481.515625,587715.5625
140000,0,0.007010000000000001,0.007252772649129269,0.8866273760795593,0.0033962357789278025,0.0002616278827190399,0.00312105193734169,0.15275616974033857,0.037503160536289215,223268.140625,586814.875
142000,0,0.007010000000000001,0.007252812385559082,0.8852871060371399,0.0034413240849971768,0.00026862723752856253,0.003128837328404188,0.15587722284183347,0.03753671050071716,223992.625,586042.0625
144000,0,0.007010000000000001,0.007252613703409849,0.8842210173606873,0.003449135273694992,0.0002454410307109356,0.0031351037323474884,0.15900606063589895,0.0375647209584713,224561.234375,585363.8125
146000,0,0.007010000000000001,0.0072525739669799805,0.8833867311477661,0.003450917825102806,0.0002372392453253269,0.003138019470497966,0.162141165299569,0.0375649519264698,225007.28125,584827.25
148000,0,0.007010000000000001,0.007252534230550167,0.8827137351036072,0.0034501168876886366,0.00025545815005898473,0.003141481429338455,0.1652791843044057,0.0375647209584713,225367.84375,584395.4375
150000,0,0.007010000000000001,0.007252415021260561,0.8821622729301453,0.0034502767026424407,0.00023354683071374893,0.0031474705319851637,0.16842066619940543,0.03756483644247055,225663.125,584044.1875
152000,0,0.007010000000000001,0.007252256075541141,0.8817062973976135,0.003446376323699951,0.0002180737443268299,0.00315205124206841,0.17156813719705188,0.03756551072001457,225907.453125,583755.625
154000,0,0.00841,0.008651494979858398,0.8768894672393799,0.003475319966673851,0.000358099676668644,0.00326597411185503,0.17472018587798321,0.037465035915374756,229378.34375,582382.75
156000,0,0.00841,0.008650938669840513,0.8743656277656555,0.0034674931317567824,0.0003510368289425969,0.003323209937661886,0.17798616115399146,0.037465181201696396,230744.984375,580941.5
158000,0,0.00841,0.008650779724121094,0.8718882203102112,0.0034689072519540785,0.00034910594113171103,0.003372550243511796,0.18130936992750013,0.03746502473950386,232089.25,579574.4375
160000,0,0.00841,0.00865062077840173,0.8696130514144897,0.003482326865196228,0.00033959690481424334,0.00341220130212605,0.1846819190068587,0.03743243217468262,233319.234375,578288.375
162000,0,0.00841,0.00865062077840173,0.8672268390655518,0.0035138089209794995,0.0003556199837476015,0.0034530593547970057,0.18809412077464605,0.03743244707584381,234623.578125,577048.1875
164000,0,0.00841,0.008650501569112179,0.8651549220085144,0.0034859832376241684,0.0003309843130409717,0.0034839408472180367,0.1915471803622737,0.03746526688337326,235736.59375,575839.6875
166000,0,0.00841,0.00865030288696289,0.8632345199584961,0.0034536533057689667,0.0003316856455057859,0.0035060658119618893,0.19503112283930624,0.037465184926986694,236776.875,574764.0
168000,0,0.00841,0.00865018367767334,0.8613303303718567,0.003410762548446655,0.0003304104786366224,0.003530532354488969,0.19853718702145362,0.03746499866247177,237812.6875,573734.4375
170000,0,0.00841,0.008649984995524107,0.8595061898231506,0.0033536933362483977,0.00033377441577613347,0.0035538061056286097,0.20206771797895873,0.037499312311410904,238804.578125,572743.5625
172000,0,0.00841,0.008649984995524107,0.857567548751831,0.003308453410863876,0.0003419516608119011,0.003586785402148962,0.2056215238517567,0.03746515139937401,239867.296875,571748.875
174000,0,0.00841,0.008649945259094238,0.8555508255958557,0.0032408073544502253,0.0003495704848319292,0.0036268432158976793,0.20920831065088952,0.03746506944298744,240970.796875,570707.1875
176000,0,0.00841,0.008649905522664425,0.8535153269767761,0.003192721679806709,0.0003648373996838927,0.003674284787848592,0.21283515246980333,0.03746515139937401,242085.296875,569653.5
178000,0,0.00841,0.008649865786234556,0.8513929843902588,0.003150678053498268,0.0003827848471701145,0.00372538180090487,0.21650943749048257,0.037499312311410904,243250.21875,568571.75
180000,0,0.00841,0.008649726708730043,0.8490217328071594,0.003199981525540352,0.0004252132959663868,0.0037870416417717934,0.22023481882572615,0.03746521845459938,244561.375,567427.25
182000,0,0.00841,0.008649845918019594,0.8464316129684448,0.0032337848097085953,0.0004514159634709358,0.003871255787089467,0.22402186000183666,0.03746499866247177,245984.734375,566139.125
184000,0,0.00841,0.008649865786234556,0.8441929817199707,0.0032528478652238844,0.0004151124972850084,0.0039262352511286736,0.22789311532326484,0.03746509924530983,247183.921875,564853.5
186000,0,0.00841,0.008649865786234556,0.8420276641845703,0.003297529742121696,0.00040013445541262624,0.003939810208976269,0.2318193505743935,0.037465132772922516,248352.234375,563647.625
188000,0,0.00841,0.008649865786234556,0.8401162624359131,0.0032837186008691788,0.00037182674277573823,0.003933138679713011,0.23575916124903107,0.037465259432792664,249372.9375,562523.75
190000,0,0.00841,0.008649826049804688,0.8383244872093201,0.0032536908984184265,0.00034826025366783145,0.003939974587410688,0.2396922989974215,0.03746527060866356,250336.4375,561501.375
192000,0,0.00841,0.008649706840515137,0.8365854024887085,0.0032249871641397473,0.0003431420074775815,0.00396985188126564,0.2436322735848322,0.0374651700258255,251277.578125,560542.125
194000,0,0.00841,0.008649667104085323,0.8348304033279419,0.0032115884125232695,0.00034804521128535266,0.0039926134049892426,0.24760212732874298,0.03746969252824783,252234.03125,559609.4375
196000,0,0.00841,0.008649667104085323,0.8330180048942566,0.003195401281118393,0.00035849104169756175,0.004009956493973732,0.25159474026807094,0.03749927505850792,253225.5625,558669.3125
198000,0,0.00841,0.008649667104085323,0.8311071991920471,0.003193945065140724,0.00038174816872924564,0.004042696673423052,0.2556046958307221,0.03746511787176132,254274.171875,557695.1875
200000,0,0.00841,0.008649667104085323,0.829072117805481,0.003233882412314415,0.00041233105584979055,0.0040995157323777676,0.2596473915728226,0.03749925270676613,255392.546875,556668.3125
202000,0,0.00841,0.008649706840515137,0.8268576860427856,0.003240612894296646,0.0004380224738270044,0.004166809841990471,0.2637469059082165,0.03746506944298744,256610.890625,555558.0625
204000,0,0.00841,0.008649667104085323,0.8246780633926392,0.0031890589743852615,0.00044218352995812894,0.004202750977128744,0.26791371528454566,0.03746508061885834,257798.5625,554409.375
206000,0,0.00841,0.008649667104085323,0.822401762008667,0.003142954781651497,0.0004552061203867197,0.0041991532780230045,0.27211646439902926,0.037465330213308334,259043.078125,553228.25
208000,0,0.00841,0.008649766445159912,0.8199732899665833,0.003101310133934021,0.00047882702201604846,0.004172483924776316,0.27631561767705226,0.03746508061885834,260377.125,551994.3125
210000,0,0.00841,0.008649845918019594,0.8172414302825928,0.0030428193509578704,0.0005235725548118353,0.004146400839090347,0.28048810206748986,0.037432458251714706,261887.3125,550649.75
212000,0,0.00841,0.008649845918019594,0.8143430948257446,0.0030184647068381308,0.0005476250778883695,0.004130929242819548,0.2846345029065802,0.037432607263326645,263480.28125,549180.5
214000,0,0.00841,0.008649865786234556,0.8113013505935669,0.002985677868127823,0.000563728529959917,0.004126445855945349,0.2887654335463836,0.03743259608745575,265147.875,547617.25
216000,0,0.00841,0.008649945259094238,0.8081197738647461,0.0029383495450019835,0.0005714970175176859,0.0041134972125291824,0.29289187940232897,0.037432435899972916,266890.9375,545971.3125
218000,0,0.00841,0.008649945259094238,0.8048111796379089,0.002886228449642658,0.0005802992265671491,0.004106342326849699,0.29700537708051944,0.03743240237236023,268702.5,544252.5
220000,0,0.00841,0.008650024731953976,0.8013628721237183,0.0029485814273357393,0.000613193679600954,0.004095239099115133,0.30111171894170785,0.03743251413106918,270592.9375,542463.875
222000,0,0.00841,0.008650223414103209,0.7974621653556824,0.002989767305552959,0.0006687893997877835,0.004105649422854185,0.305206958040823,0.03743251413106918,272749.375,540512.9375
224000,0,0.00841,0.008650481700897217,0.7933498620986938,0.0030273664742708206,0.0007510160095989703,0.004117616452276707,0.30931260839499974,0.037375036627054214,275022.09375,538441.9375
226000,0,0.00841,0.008650541305541992,0.7896712422370911,0.003068000078201294,0.0006506030447781086,0.0041071572341024876,0.31343022531293774,0.037432458251714706,276990.03125,536337.4375
228000,0,0.00841,0.00865062077840173,0.7861023545265198,0.003140564262866974,0.0005955846980214119,0.0040842886082828045,0.31753738115005636,0.03746509179472923,278918.3125,534367.9375
230000,0,0.00841,0.008650700251261412,0.7826271057128906,0.0031892724335193636,0.0005497515667229891,0.004065391141921282,0.3216216692926779,0.037432607263326645,280797.0625,532452.0
232000,0,0.00841,0.008650720119476318,0.7795480489730835,0.003254865854978561,0.0004934397526085377,0.0040334793739020824,0.3256870627629056,0.03746505081653595,282443.125,530681.0
234000,0,0.00841,0.00865062077840173,0.7767602801322937,0.0033194087445735927,0.00047358768060803416,0.0039979517459869385,0.32972054306813026,0.037432633340358734,283939.375,529094.9375
236000,0,0.00841,0.008650581041971861,0.7742030620574951,0.003226783499121666,0.0004414193797856569,0.0039758686907589436,0.3337184943484559,0.03743257746100426,285313.65625,527649.4375
238000,0,0.00841,0.008650660514831543,0.7718622088432312,0.003183571994304657,0.0004208141006529331,0.003973814193159342,0.33769436257355356,0.03743273764848709,286571.125,526324.4375
240000,0,0.00841,0.008650700251261412,0.7697064876556396,0.003156851977109909,0.0004042837768793106,0.003977232612669468,0.34166817816369677,0.037432603538036346,287729.96875,525110.75
242000,0,0.00841,0.008650541305541992,0.767703652381897,0.0031278900802135467,0.00038770833052694794,0.003974342718720436,0.34564541031070495,0.037465136498212814,288809.28125,523989.34375
244000,0,0.00841,0.00865046183268231,0.765780508518219,0.0031035754829645155,0.0003795960219576955,0.003981452435255051,0.3496197530294254,0.0374651700258255,289851.75,522932.5
246000,0,0.00841,0.00865046183268231,0.7639833688735962,0.0030883299186825752,0.00037582970689982177,0.003984434995800257,0.3536012059303417,0.03746521472930908,290821.375,521929.84375
248000,0,0.00841,0.00865046183268231,0.7622663974761963,0.0030857514590024943,0.00036943370942026376,0.003994158003479242,0.357585640926142,0.03746512532234192,291753.09375,520988.59375
250000,0,0.00841,0.008650501569112179,0.7605400681495667,0.0030904054641723634,0.0003634745487943292,0.004010850563645363,0.36157979799829865,0.037499263882637024,292695.78125,520064.6875
252000,0,0.00841,0.008650422096252441,0.758919358253479,0.003083569929003715,0.00034990711137652394,0.0040309070609509945,0.36559064716496015,0.03749930113554001,293570.875,519165.84375
254000,0,0.00841,0.008650382359822628,0.7574344873428345,0.003074108622968197,0.00034112397115677596,0.004057363606989384,0.369621555622895,0.03748524561524391,294371.5,518336.46875
256000,0,0.00841,0.00865034262339276,0.7560557126998901,0.003072530776262283,0.0003392986487597227,0.0040942346677184105,0.37367892109252954,0.03752809390425682,295116.5,517569.46875
258000,0,0.00841,0.00865034262339276,0.7547622919082642,0.003070627897977829,0.00034300261177122593,0.004132360219955444,0.3777731566915705,0.037494074553251266,295815.875,516852.25
260000,0,0.00841,0.00865034262339276,0.753550112247467,0.0030756512656807894,0.0003438143758103251,0.004174813162535429,0.3819055164458647,0.037509486079216,296471.8125,516181.5625
262000,0,0.00841,0.00865034262339276,0.752410352230072,0.003083478659391403,0.00033547009807080027,0.004206889308989048,0.3860803296084001,0.03752824664115906,297088.6875,515551.21875
264000,0,0.00841,0.008650223414103209,0.7513352036476135,0.003092418797314167,0.0003307146951556206,0.004246060736477375,0.3902872179860666,0.037528228014707565,297670.59375,514955.46875
266000,0,0.00841,0.00865018367767334,0.7503150701522827,0.003099756315350532,0.0003294408554211258,0.004275881685316563,0.39453327825688267,0.037528228014707565,298223.78125,514393.71875
268000,0,0.00841,0.008650104204813658,0.7493336796760559,0.0031049953773617744,0.0003282159566879272,0.004283740185201168,0.3988091604078605,0.03756327927112579,298757.75,513858.875
270000,0,0.00841,0.008650143941243527,0.7483885884284973,0.003109396621584892,0.00032849416602402924,0.004291050136089325,0.4030929001274004,0.037563223391771317,299271.71875,513342.46875
272000,0,0.00841,0.008650143941243527,0.7474862337112427,0.0031081497669219965,0.00033161016181111337,0.004311633761972189,0.4073839502634897,0.037588175386190414,299762.53125,512848.15625
274000,0,0.00841,0.008650223414103209,0.7466075420379639,0.003103202022612095,0.0003344952827319503,0.004338630475103855,0.41169558635376835,0.03758363425731659,300242.59375,512371.40625
276000,0,0.00841,0.008650263150533077,0.7457296252250671,0.003088481351733208,0.00033757046330720183,0.004355933051556349,0.4160342177601948,0.037600077688694,300724.5,511900.71875
278000,0,0.00841,0.008650223414103209,0.7448253035545349,0.003071956895291805,0.00033989183139055963,0.004362883977591991,0.42039014988042855,0.03762952983379364,301222.96875,511421.28125
280000,0,0.00841,0.008650024731953976,0.7438695430755615,0.0030544083565473557,0.000342051824554801,0.004363609943538904,0.42475303432368183,0.03763415664434433,301751.96875,510922.5625
282000,0,0.00841,0.008649865786234556,0.7428395748138428,0.0030253699049353597,0.0003472261596471071,0.004354497883468866,0.42911664706118846,0.03762959688901901,302325.15625,510392.8125
284000,0,0.00841,0.008649826049804688,0.7416911721229553,0.0029986219480633734,0.00036274779122322796,0.0043407161720097065,0.4334711454103186,0.037629611790180206,302967.71875,509810.96875
286000,0,0.00841,0.008649746576945005,0.7403843998908997,0.0029688594862818714,0.00038583672139793637,0.004338119179010391,0.4378118615823283,0.03762946277856827,303701.34375,509153.6875
288000,0,0.00841,0.008649508158365904,0.7388887405395508,0.0029352134093642234,0.0004097428172826767,0.004336709156632423,0.442149981227,0.03765815868973732,304542.5625,508402.21875
290000,0,0.00841,0.00864907105763757,0.7371624112129211,0.0029483254998922343,0.0004410094115883112,0.004326545633375645,0.4464866903836324,0.03768919035792351,305511.90625,507533.28125
292000,0,0.00841,0.008648991584777832,0.7352936267852783,0.00298369713127613,0.00046478509902954097,0.0043290723115205765,0.4508132355513468,0.03770340234041214,306548.28125,506572.875
294000,0,0.00841,0.00864907105763757,0.733281135559082,0.0029733411967754362,0.000471284007653594,0.004340032581239939,0.45514230739720607,0.0377032496035099,307656.09375,505519.375
296000,0,0.00841,0.008649150530497252,0.7313553094863892,0.002979045920073986,0.0004359268583357334,0.004342740401625633,0.45948233858146215,0.037658147513866425,308700.6875,504465.4375
298000,0,0.00841,0.008649110794067383,0.7296995520591736,0.002973802387714386,0.0003916309680789709,0.0043337903916835785,0.4638250817770555,0.037629421800374985,309582.09375,503509.1875
300000,0,0.00841,0.0086490313212077,0.7282356023788452,0.0029769182205200196,0.0003710541408509016,0.004329693969339132,0.4681588717030778,0.037629541009664536,310366.46875,502679.5625
302000,0,0.00841,0.008648991584777832,0.7268794178962708,0.002987397275865078,0.00036355825141072274,0.004330565687268972,0.4724885666037395,0.037629593163728714,311099.34375,501928.9375
304000,0,0.00841,0.008648991584777832,0.7256206274032593,0.0029815146699547768,0.00035657549742609265,0.004336629528552294,0.4768191318253472,0.037629567086696625,311776.875,501228.65625
306000,0,0.00841,0.008648991584777832,0.7244604825973511,0.0029837090522050855,0.0003490654285997152,0.004343780223280191,0.48115576275088334,0.03763422742486,312403.0625,500587.0
308000,0,0.00841,0.008648991584777832,0.7233713269233704,0.0029883483424782754,0.0003446715883910656,0.004348954185843468,0.48549954297416353,0.03763437271118164,312991.4375,499986.96875
310000,0,0.00841,0.008648991584777832,0.7223544716835022,0.0030059071257710454,0.00034186886623501774,0.004363314248621464,0.489848497160007,0.037629399448633194,313541.15625,499427.1875
312000,0,0.00841,0.008648991584777832,0.7214037775993347,0.0030207840725779535,0.00034145961981266735,0.004360091872513294,0.49421181233995104,0.03763413801789284,314054.21875,498901.625
314000,0,0.00841,0.008648991584777832,0.7205320596694946,0.00303574800491333,0.00034527224488556385,0.004358724690973759,0.49857190421246433,0.03762958571314812,314522.9375,498415.53125
